Company/Brand,Sector,HeadQuarter,Year,Investor,Amount
SATYA MicroCapital,Banking,New Delhi,2021,"responsAbility Investments, Blue Orchard",10000000.0
Snack Amor,Food,Mumbai,2021,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",0.0
Postman,Computer software,Bangalore,2021,"CRV, Nexus Venture Partners",225000000.0
Hashnode,Computer software,Bangalore,2021,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",6700000.0
RACEnergy,Automobile,Hyderabad,2021,"Micelio Fund, growX ventures",1300000.0
BharatPe,Finance,New Delhi,2021,"IIFL Wealth, Asset Management, Northern Arc Capital",20000000.0
Gyde,Computer software,Pune,2021,"Better Capital, Ashish Achrekar",250000.0
BatteryPool,Automobile,Pune,2021,IAN,0.0
AgNext,Agriculture,Chandigarh,2021,Alpha Wave Incubation,21000000.0
Xpresslane,Tech startup,Bangalore,2021,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",400000.0
LoanKuber,Digital mortgage,New Delhi,2021,Undisclosed,1200000.0
OYO,Hospitality,Gurugram,2021,Microsoft,5000000.0
Rapido,Information Technology,Bangalore,2021,"Shell Ventures, Yamaha, Kunal Shah",52000000.0
YPay,Finance,Noida,2021,We Founder Circle,400000.0
SleepyCat,Furniture,Mumbai,2021,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",3800000.0
Ultrahuman,Healthcare,Bangalore,2021,Tiger Global’s Scott Schleifer,17500000.0
UpScalio,E-Commerce,Gurugram,2021,Undisclosed,42000000.0
Yellow Class,EdTech,Gurugram,2021,Elevation Capital,6000000.0
Yojak,B2B,Gurugram,2021,Info Edge Ventures,3800000.0
CreatorStack,Computer software,Bangalore,2021,Accel,2000000.0
Expertrons,EdTech,Mumbai,2021,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2300000.0
Rage Coffee,Food,New Delhi,2021,Sixth Sense Ventures,5000000.0
Klub,Finance,Bangalore,2021,"9Unicorns, Sequoia Capital India’s Surge",20000000.0
Navia Life Care,Healtcare,New Delhi,2021,"Anicut Angel Fund, 9 Unicorns",1000000.0
1K Kirana Bazaar,Retail,Gurugram,2021,"Info Edge, FalconEdge",7000000.0
Zupee,Gaming,Gurugram,2021,"WestCap Group, Tomales Bay Capital",30000000.0
Locale.ai,Location Analytics,Bangalore,2021,"Chiratae Ventures, Better Capital",1000000.0
VerSe Innovation,Media,Bangalore,2021,"Siguler Guff, Baillie Gifford",450000000.0
MetroRide,Transportation,Bangalore,2021,Undisclosed,0.0
Miko,Consumer Electronics,Mumbai,2021,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",28000000.0
Whiz League,EdTech,New Delhi,2021,ITI Growth Opportunities,300000.0
Hash,Tobacco,New Delhi,2021,Amrac Investment Trust,3500000.0
Unacademy,EdTech,Bangalore,2021,Bhavin Turakhia,0.0
Log 9 Materials,Deeptech,Bangalore,2021,Amara Raja Batteries,8500000.0
upGrad,EdTech,Mumbai,2021,India Infoline Finance,25000000.0
FlashPrep,EdTech,Bangalore,2021,Venture Highway,500000.0
Kenko Health,Insurance,Mumbai,2021,"BEENEXT, Orios",1700000.0
Wiz Freight,Logistics,Chennai,2021,Axilor,3500000.0
Credgenics,Finance,New Delhi,2021,"Westbridge Capital, Tanglin Venture Partners",25000000.0
BlueLearn,EdTech,Goa,2021,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",400000.0
NimbleBox.ai,MLOps platform,Chennai,2021,Venture Catalysts,1000000.0
Pickrr,Logistics,Gurugram,2021,"IIFL, Amicus Capital, Ananta Capital",12000000.0
Stellaris Venture Partners,Venture Capital,Bangalore,2021,Undisclosed,225000000.0
Grip Invest,Finance,Gurugram,2021,"Venture Highway, Endiya Partners",3000000.0
Heads Up For Tails,Pet care,New Delhi,2021,"Verlinvest, Sequoia Capital India",37000000.0
Blue Tokai Coffee Roasters,Food,New Delhi,2021,Anicut Angel Fund,2000000.0
Neeman,Consumer Goods,Hyderabad,2021,Sixth Sense Ventures,2000000.0
BharatPe,Finance,New Delhi,2021,Tiger Global,370000000.0
GoSats,Finance,Bangalore,2021,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",700000.0
StockGro,Finance,Bangalore,2021,"Roots Ventures, Velo Partners",5000000.0
Onsurity,Healthcare,Bangalore,2021,Nexus Venture Partners,16000000.0
Khabri,Media,Gurugram,2021,Undisclosed,2000000.0
Celcius,Logistics,Mumbai,2021,"Mumbai Angels Network, Huddle, Lumis Partners",500000.0
AyuRythm,Healthcare,Bangalore,2021,SucSEED Indovation Fund,0.0
Enguru,EdTech,Bangalore,2021,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",0.0
Rocket Skills,EdTech,Gurugram,2021,"Better Capital, First Cheque, Titan Capital",200000.0
RenewBuy,Finance,Gurugram,2021,Evolvence Capital,10000000.0
Faarms,Agriculture,Bangalore,2021,Undisclosed,2000000.0
UrbanMatrix Technologies,Drone,Chennai,2021,SARA ELGI,100000.0
Jupiter,Banking,Mumbai,2021,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000.0
Pixuate,Deeptech,Bangalore,2021,SucSEED Indovation Fund,1000000.0
Playo,SportsTech,Bangalore,2021,ah! Ventures High Tables,500000.0
Toothsi,Health,Mumbai,2021,"Eight Roads Ventures, Think Investments, Mankekar Family Office",20000000.0
Soothe Healthcare,Consumer Goods,New Delhi,2021,A91 Partners,10000000.0
Goodmeetings,Computer software,Bangalore,2021,Chiratae Ventures,1700000.0
Apnaklub,Wholesale,Bangalore,2021,Sequoia’s Surge,3500000.0
ChefKart,Consumer Goods,Gurugram,2021,"Lead Angels, Titan Capital, Pravega Ventures",300000.0
Fashinza,Fashion,Gurugram,2021,"Accel Partners, Elevation Capital",20000000.0
Fabheads,Industrial Automation,Chennai,2021,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",0.0
QuickShift,Logistics,Pune,2021,"Anicut Angel Fund, Axilor Ventures",770000.0
StackBOX,Logistics,Bangalore,2021,"Ecosystem Ventures, CMM group",1200000.0
MedPrime Technologies,Healthcare,Thane,2021,"Mumbai Angels Network, Social Alpha",0.0
infra.market,Construction,Thane,2021,Tiger Global,125000000.0
CollegeDekho,EdTech,Gurugram,2021,"Disrupt ADQ, QIC",35000000.0
BOX8,Food,Mumbai,2021,Tiger Global,40000000.0
Simpl,Consumer goods,Bangalore,2021,"Valar Ventures, IA Ventures",40000000.0
8i Ventures,Venture Capital & Private Equity,Mumbai,2021,Undisclosed,50000000.0
PayGlocal,Finance,Bangalore,2021,Sequoia Capital India,4900000.0
Curefit,Health,Bangalore,2021,Zomato,145000000.0
Pocket FM,OTT,Bangalore,2021,"Lightspeed, Times Group, Tanglin Venture Partners",22000000.0
CHARGE+ZONE,Automobile,Vadodara,2021,Venture Catalysts,10000000.0
PlanetSpark,Education Management,Gurugram,2021,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",13000000.0
LenDenClub,Finance,Mumbai,2021,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",10000000.0
CometChat,Software,Mumbai,2021,Signal Peak Ventures,10000000.0
AgroStar,Agriculture,Pune,2021,"Evolvence, Hero Enterprise",70000000.0
Bizongo,Information Technology,Mumbai,2021,Tiger Global,100000000.0
Probus Insurance,Insurance,Mumbai,2021,BlueOrchard Impact Investment Managers,6700000.0
MoEngage,Software Startup,Bangalore,2021,Steadview Capital,30000000.0
CloudSEK,Computer & Network Security,Bangalore,2021,MassMutual Ventures,7000000.0
Exponent Energy,Automobile,Bangalore,2021,YourNest VC,5000000.0
Trinkerr,Capital Markets,Bangalore,2021,Accel India,6600000.0
Zorro,Social network,Gurugram,2021,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",32000000.0
Ultraviolette,Automobile,Bangalore,2021,"TVS Motor, Zoho",150000000.0
NephroPlus,Health,Hyderabad,2021,IIFL Asset Management,24000000.0
Unremot,Information Technology,Bangalore,2021,Inflection Point Ventures,700000.0
FanAnywhere,Finance,Bangalore,2021,"Oasis Capital, Scorpio VC, DeltaHub Capital",0.0
PingoLearn,EdTech,Pune,2021,"Titan Capital, Haresh Chawla, AngelList Syndicate",200000.0
Spry,Music,Mumbai,2021,"9Unicorns, Ashneer Grover",1500000.0
Enmovil,Information Technology,Hyderabad,2021,Anicut Angel Fund,1300000.0
ASQI Advisors,Finance,Mumbai,2021,Founders Room Capital,1000000.0
Insurance Samadhan,Insurance,New Delhi,2021,"9Unicorns, ZNL",725000.0
Evenflow Brands,Consumer Goods,Mumbai,2021,Undisclosed,500000.0
MasterChow,Food,New Delhi,2021,WEH Ventures,461000.0
Fullife Healthcare,Games,New Delhi,2021,Undisclosed,1200000.0
MoEVing,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,Gurugram,2021,Undisclosed,5000000.0
Pristyn Care,Health,Gurugram,2021,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",96000000.0
Plix,Health,Mumbai,2021,"Guild Capital, RPSG Capital Ventures",5000000.0
Uni Cards,Finance,Bangalore,2021,"General Catalyst, Eight Roads Ventures, Elevation Capital",70000000.0
Practically,EdTech,Hyderabad,2021,"NB Ventures, Earlsfield Capital",5000000.0
Nestasia,Retail,Kolkata,2021,"Varun Alagh, Sahil Barua",4000000.0
Vedic Cosmeceuticals,Cosmetics,Noida,2021,Sixth Sense Ventures,32000000.0
Juspay,Finance,Bangalore,2021,SoftBank Vision Fund 2,60000000.0
TranZact,Information Technology,Mumbai,2021,"Tribe Capital, Prime Venture Partners",7000000.0
Atomberg,Consumer Electronics,Mumbai,2021,Jungle Ventures,20000000.0
Ola,Transportation,Bangalore,2021,Marquee international institutional investors,500000000.0
Mohalla Tech,Social media,Bangalore,2021,Alkeon Capital,266000000.0
Stack,Finance,Bangalore,2021,"Y Combinator, Harvard Management",4500000.0
PropReturns,Real Estate,Mumbai,2021,"Y Combinator﻿, ﻿Goodwater Capital",1200000.0
WeSkill,EdTech,Gurugram,2021,"Shrishti Sahu, Umang Vohra",4000000.0
Fitpage,Health,Mumbai,2021,"Astra Ventures, Gaurav Jaitly",300000.0
ShopMyLooks,Digital platform,Noida,2021,"Capital A, Collective Artists Network",200000.0
ByteLearn,EdTech,Noida,2021,"Aditya Singhal, Nishant Sinha",9500000.0
Dista,Software,Pune,2021,Pentathlon Ventures,1200000.0
OfBusiness,Finance,Gurugram,2021,"Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",325000000.0
Bizongo,B2B Ecommerce,Mumbai,2021,Tiger Global,100000000.0
FRND,Online Media,Bangalore,2021,KRAFTON,6500000.0
Metadome,Software,Bangalore,2021,"Chiratae Ventures, Lenskart Vision Fund",4000000.0
Keka HR,Information Technology,Hyderabad,2021,Recur Club,1600000.0
Flo Mobility,Industrial Automation,Bangalore,2021,"DevX Venture Fund, Blume Founder Fund",400000.0
Yodacart,E-Commerce,Thane,2021,Ajith Daneil,225000.0
TheHouseMonk,Real Estate,Bangalore,2021,Aurum Proptech,5000000.0
Zepto,E-Commerce,Bangalore,2021,Y-Combinator,100000000.0
Sirona Hygiene,Health,New Delhi,2021,The Good Glamm Group,10000000.0
Jumbotail,B2B Ecommerce,Bangalore,2021,Invus,85000000.0
Captain Fresh,Logistics,Bangalore,2021,"Tiger Global, Prosus Ventures",40000000.0
Deciwood,Consumer Electronics,New Delhi,2021,"Shuru Up, Ankit Kedia, Arun Gupta",200000.0
Kohbee,EdTech,Bangalore,2021,"Ankit Mehrotra, Saurabh Aggarwal",235000.0
Perfora,Consumer Goods,Gurugram,2021,Sauce.vc,260000.0
Unbox Robotics,Logistics,Pune,2021,"3one4 Capital, Sixth Sense Ventures",7000000.0
Ninety One,Consumer Goods,Ahmedabad,2021,A91 Partners,30000000.0
Gobillion,E-Commerce,New Delhi,2021,"YCombinator, Justin Mateen, Pioneer Fund",2900000.0
RIPPLR,Logistics,Bangalore,2021,"Sojitz Corporation, Stride Ventures",12000000.0
SK Finance,Finance,Jaipur,2021,"IIFL Wealth, TPG Growth, Norwest Venture Partners",53000000.0
Eggoz,Food,Gurugram,2021,"Nabventures, Avaana Capital",3500000.0
Fabriclore,Fashion,Jaipur,2021,"Fluid Ventures, Mulberry Silks",700000.0
Veefin,Information Technology,Mumbai,2021,Rajesh Rajendran,3000000.0
Verandah,Fashion,Mumbai,2021,"Mike Novogratz, Neeraj Arora",1000000.0
Karkinos Healthcare,Health,Mumbai,2021,Reliance Digital Health,0.0
OWO Technologies,Food,Gurugram,2021,Undisclosed,3000000.0
EsportsXO,Mobile Games,Bangalore,2021,We Founder Circle,1100000.0
The Gourmet Jar,Food,Noida,2021,DevX Venture Fund,150000.0
Zorgers,Health,Mohali,2021,Ritu Marya Family Office.,0.0
BangDB,Software,Bangalore,2021,Ten Innovate,0.0
Neobank Jupiter,Banking,Mumbai,2021,"Tiger Global, Sequoia Capital",86000000.0
Skippi Ice Pops,Food,Hyderabad,2021,Shark Tank India,130000.0
Glii,Dating,Noida,2021,We Founder Circle,10000.0
GlobalBees,E-Commerce,New Delhi,2021,"Premji Invest, Steadview Capital",111000000.0
Mamaearth,Health,Gurugram,2021,Sequoia,37000000.0
SecureNow,Insurance,Gurugram,2021,Apis Insurtech Fund I,6000000.0
Vendor Infra,Construction,Gurugram,2021,"SK Tripathi, Sanjeev Gupta",265000.0
Hakuna Matata,Information Technology,Chennai,2021,Hardcastle Petrofer,1000000.0
OneCard,Finance,Pune,2021,"Ocean View Investment, QED Fund",76000000.0
Doubtnut,EdTech,Gurugram,2021,"Omidyar Network, Tencent Holdings",30000000.0
Hubhopper,Podcast,New Delhi,2021,"ITI Growth Opportunities Fund, Unit-E Ventures",0.0
Infra.Market,Construction,Thane,2021,"InnoVen Capital, Nexus Venture Partners",100000000.0
Comofi Medtech,HeathTech,Bangalore,2021,CIIE.CO,200000.0
Battery Smart,Battery,New Delhi,2021,Orios Venture Partners,0.0
Kutuki,EdTech,Bangalore,2021,Omidyar Network India,2000000.0
Onelife,Healthcare,Mumbai,2021,Wipro venture capital arm,0.0
Eupheus,EdTech,New Delhi,2021,"Yuj Ventures, Sixth Sense Ventures",4000000.0
KreditBee,Finance,Bangalore,2021,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital",75000000.0
Pencil,Content publishing,Mumbai,2021,"Inflection Point Ventures, SucSEED Venture Partners",1000000.0
Aisle,Dating,Bangalore,2021,"Anas Rahman Junaid, Vinod Jose",0.0
Marquee Equity,Finance,Mumbai,2021,"Capital One, Arrowroot Capital",3800000.0
UptimeAI,Artificial Intelligence,Bangalore,2021,YourNest Venture Capital,1500000.0
WizKlub,EdTech,Bangalore,2021,Incubate Fund India,800000.0
Zolve,Finance,Bangalore,2021,"Kunal Shah, Greg Kidd",15000000.0
MediBuddy,EdTech,Bangalore,2021,"InnoVen Capital, TEAMFund",3000000.0
Pariksha,EdTech,Pune,2021,"Venture Catalysts, 9Unicorns Accelerator Fund",2000000.0
Express Stores,E-Commerce,Gurugram,2021,"Venture Highway, Rohit Bansal",1000000.0
Avataar Ventures,Finance,Bangalore,2021,Undisclosed,100000000.0
Zingbus,Transportation,Haryana,2021,"Venture Catalysts, 9Unicorns Accelerator Fund",0.0
Phable,Health,Bangalore,2021,"Fresco Capital, Social Starts",12000000.0
Codingal,EdTech,Bangalore,2021,"Y Combinator, Rebright Partners",0.0
Supply6,Helathcare,Bangalore,2021,"Rohit Goutamchand, India CXO Fund",100000.0
Swajal,Water purification,Gurugram,2021,"Rajasthan Venture Capital Fund, ACPL Exports",1600000.0
BharatPe,Finance,New Delhi,2021,"Amplo, Insight Partners",100000000.0
Filo,EdTech,New Delhi,2021,Better Capital,260000.0
Method & Madness,Real Estate,Mumbai,2021,Justin Mateen,2000000.0
EduFund,Finance,Gujarat,2021,View Trade Holding Corp,300000.0
Pepperfry,E-Commerce,Mumbai,2021,"InnoVen Capital, Bertelsmann India Investments",30000000.0
Zingavita,Health,Chandigarh,2021,Anicut Angel Fund,400000.0
Hypd Store,Content commerce,New Delhi,2021,ScoopWhoop,0.0
VerSe Innovation,Innovation Management,Bangalore,2021,"Canaan Valley Capital, Glade Brook Capital Partners",1000000000.0
Supersourcing,Software company,Indore,2021,"Vijay Shekhar Sharma, Dr Ritesh Malik",200000.0
AutomataPi,Artificial Intelligence,Powai,2021,Indian Angel Network,400000.0
Newton School,EdTech,Bangalore,2021,"RTP Global, Harshil Mathur",5000000.0
TenderCuts,Food,Chennai,2021,"Paragon Partners, NABVENTURES",15000000.0
Siply,Finance,Bangalore,2021,Inflection Point Ventures,1000000.0
SarvaGram,Finance,Mumbai,2021,Elevation Capital,10000000.0
Unlu,Celebrity Engagement,Gurugram,2021,EXPERT DOJO,1000000.0
GlobalFair,Trading platform,Gurugram,2021,"Saama Capital, India Quotient",2000000.0
Eduvanz,Finance,Mumbai,2021,"InCred Financial Services, Vivriti Capital, Northern Arc Capital",10000000.0
OwO,E-Commerce,Gurugram,2021,ah! Ventures,200000.0
Progcap,Finance,New Delhi,2021,"Somak Ghosh, M V Nair",1000000.0
ABL Workspaces,Hospitality,New Delhi,2021,Wurk,600000.0
Nazara Technologies,Gaming,Mumbai,2021,"Plutus Wealth Management, Turtle Entertainment",10000000.0
Scentials,Personal Care,Mumbai,2021,"Ambiga Subramanian, Goutham Ekollu",6000000.0
SplashLearn,EdTech,Gurugram,2021,"Accel, Owl Ventures",18000000.0
Maya,Health,Bangalore,2021,Rajan Anadan,2200000.0
GoTo,Transportation,Ghaziabad,2021,Jesse Lucas,150000.0
MediBuddy,Health,Bangalore,2021,"IDFC Private Equity, Bessemer Venture Partners",40000000.0
Zetwerk,E-Commerce,Bangalore,2021,"Sequoia Capital India, Accel",120000000.0
Remedico,Healthcare,Hyderabad,2021,"Venture Catalysts, Tahseen Consulting",500000.0
PrepBytes,EdTech,Gurugram,2021,Equanimity Ventures,0.0
SATYA MicroCapital,Finance,New Delhi,2021,"BlueOrchard Finance S A, Gojo & Company",20000000.0
YourPhysio,Health,Nagpur,2021,"Better Capital, Titan Capital",350000.0
Aviom Housing Finance,Finance,New Delhi,2021,Gojo & Company,1000000.0
Hemp Horizons,Cannabis startup,Noida,2021,Mumbai Angels,200000.0
MPL,Gaming,Bangalore,2021,"Pegasus Tech Ventures, Base Partners",95000000.0
Koo,Blogging,Bangalore,2021,"3one4 Capital, Accel",4100000.0
InnerHour,Healthcare,Mumbai,2021,"Hitesh Oberoi, Lightbox",5200000.0
Origo,Food,Gurugram,2021,YES Bank,10000000.0
ExMyB,Consulting,Gurugram,2021,Campus Fund,0.0
Elucidata,BioTechnology,New Delhi,2021,Hyperplane Venture Capital,5000000.0
Saveo,Health,Bangalore,2021,"Matrix Partners India, RTP Global",4000000.0
Qin1,EdTech,Noida,2021,Venture Catalysts,0.0
DotPe,Finance,Gurugram,2021,"Info Edge, Ruizheng Investment",8000000.0
Taskmo,B2B Marketplace,Bangalore,2021,Quess Corp India,1400000.0
MasterMentors,EdTech,West Bengal,2021,Undisclosed,1500000.0
KIKO TV,E-Commerce,Mumbai,2021,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund",0.0
Quali55Care,Health care,Mumbai,2021,India Accelerator’s Angel Investor Network,0.0
Ruptok,Finance,New Delhi,2021,Wurk,10000000.0
RevFin,Finance,New Delhi,2021,Shell Foundation,0.0
SeeVC,Information Technology,New Delhi,2021,Jimmy Singh,1000000.0
Junio,EdTech,New Delhi,2021,"Kunal Shah, Deepak Abbot",1000000.0
VenWiz,B2B service,Bangalore,2021,"Accel, Nexus Venture",300000.0
Vista Rooms,Hospitality,Mumbai,2021,"Singapore Angel Network, Artha India Ventures",1000000.0
Makers Hive,Information Technology,Hyderabad,2021,"Starfish Growth Partners, Investpad",9000000.0
Headfone,Social audio,Bangalore,2021,Hashed,3000000.0
Zouk,Fashion and lifestyle,Mumbai,2021,Titan Capital,0.0
MPL,Gaming,Bangalore,2021,"Pegasus Tech Ventures, Base Partners",5000000.0
GrowFix,Finance,Bangalore,2021,"Zerodha's Rainmatter Capital, Better Capital",2000000.0
Bombay Shaving Company,Fashion and lifestyle,New Delhi,2021,"Sixth Sense Ventures, Colgate Palmolive",6000000.0
Dunzo,Delivery service,Bangalore,2021,"Lightbox, Evolvence India Fund",40000000.0
BeyondSkool,EdTech,Mumbai,2021,Tomorrow Capital,2000000.0
Mindler,EdTech,New Delhi,2021,"Inflection Point Ventures, DLabs",1000000.0
Fashinza,B2B Manufacturing,Gurugram,2021,"Accel Partners, Elevation Capital",2600000.0
BharatPe,Finance,New Delhi,2021,"InnoVen Capital, Steadview Capital",6000000.0
Turnip,Gaming,Bangalore,2021,Elevation Capital,1600000.0
Furlenco,Home Decor,Bangalore,2021,BlackSoil Capital,2000000.0
Inficold,Energy,New Delhi,2021,Shell Foundation,900000.0
KIWI,TaaS startup,New Delhi,2021,"PointOne Capital, Core91 VC",250000.0
Digit Insurance,Finance,Bangalore,2021,"A91 Partners, Faering Capital",0.0
BharatPe,Finance,New Delhi,2021,"InnoVen Capital, Steadview Capital",10000000.0
MFine,Health care,Bangalore,2021,"Blockchain Capital, SBI Ven Capital",16000000.0
Udayy,EdTech,Gurugram,2021,Alpha Wave Incubation,2500000.0
Lohum,Energy,Noida,2021,"Baring Private Equity Partners India, Talbros",7000000.0
Darwinbox,Human Resources,Hyderabad,2021,"Sequoia Capital India, 3one4 Capital",15000000.0
DeHaat,Agriculture,Patna,2021,"Prosus Ventures, RTP Global",30000000.0
Samunnati,Agriculture,Chennai,2021,"U.S. International Development Finance Corp, responsAbility",10000000.0
Biconomy,Cryptocurrency,New Delhi,2021,"Binance Labs, Zee Prime Capital",1500000.0
True Elements,Food,Pune,2021,RP-Sanjiv Goenka Group,1000000.0
Nao Spirits & Beverages Pvt Ltd,Food,New Delhi,2021,Undisclosed,2000000.0
PurpleTutor,EdTech,Mumbai,2021,IvyCap Ventures,300000.0
Karkhana.io,Manufacturing startup,Mumbai,2021,Zone Startups In,1500000.0
SSA Finserv,Finance,Mumbai,2021,Blue Ashva Capital,3000000.0
CoinSwitch Kuber,Cryptocurrency,Bangalore,2021,"Ribbit Capital, Kunal Shah",15000000.0
Paperfly,E-Commerce,Bangalore,2021,Ecom Express,11000000.0
Infra.Market,E-Commerce,Thane,2021,InnoVen Capital,6000000.0
